what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.ui",1318832657190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318832657720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318832659730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833461005
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1318833464517
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318833464765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833467143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833486802
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1318833490031
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318833490261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833503747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833508093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833513934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1318833513965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833536647
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1318833552310
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318833552496
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1318833565153
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318833566621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833586585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833603473
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1318833607595
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318833607758
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833630376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833631684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833642695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833642897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833648347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833650074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833650366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833650443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833651481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833657441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318833658449
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833664991
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833698781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833707971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833719093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833729951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833739545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833748482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833787261
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1318833793858
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318833808348
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1318833812779
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1318833814772
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1318833816864
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1318833817379
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1318833818851
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1318833821034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833821715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318833826038
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1318833826306
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.VariableView",1318833826391
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1318833826448
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.BreakpointView",1318833827233
opened,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833827488
activated,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833827533
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318833830425
closed,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833830425
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833836996
opened,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833837067
activated,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833837106
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833838105
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833838412
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1318833838558
closed,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833838558
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1318833844257
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1318833845891
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepInto",1318833848332
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833849892
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833850667
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833851122
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833851983
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1318833852917
opened,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833852997
activated,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318833853028
